version_id,commit,commit_sequence,status,path,blob_sha,sha256,bytes,line_count,training_eligibility,eligibility_reason
CWTV-FVER-000160,e15752642ed22d30b99caadf546214eea15b730f,9,M,services/api/README.md,e253e5968d51bccb3394f6357359a860788a584d,30d95005b13ed3728071dfb0dd65f3b8bcab1790999035d62ca38e25cc16a800,2110,54,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000161,e15752642ed22d30b99caadf546214eea15b730f,9,M,services/api/cinewatch_api/api/system.py,9c70a70a2dd1a8cf6986fdc926fb57cdf2fe4265,c281925cbce60156db088e148323ebeea44c9ca3eb296157af4f0a73cff050b1,735,28,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000162,e15752642ed22d30b99caadf546214eea15b730f,9,M,services/api/cinewatch_api/api/v1/system.py,82949fa6e292491d07310bbe5180c1f4075cb44c,90a0de3a51e92ecd9aef1a7ae43f86991fd8cf641f7b9a0ba0e062b964eb8ec2,476,18,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000163,e15752642ed22d30b99caadf546214eea15b730f,9,M,services/api/cinewatch_api/application.py,6d8983fe4b05c17b50c883d37183fc5244bc57e3,61b823ae1089439eeb58f09a27d7bdae51e6072e9effea2437316aa8b192c455,2141,66,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000164,e15752642ed22d30b99caadf546214eea15b730f,9,M,services/api/pyproject.toml,e709f0d3daed2b5007cc92c23260cb036976a530,66121038ce393f1e736a3b354b730391b5894166b5ea47c639d458a8737781ef,972,49,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000165,e15752642ed22d30b99caadf546214eea15b730f,9,A,services/api/tests/test_contract_snapshot.py,da975a020c7f49cf177fed79687e9a585b7c18ac,2bcb2b65956666a5f14ff70405968b18bd8e30d304a5b71e5caaa2e89150e76a,508,16,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000166,e15752642ed22d30b99caadf546214eea15b730f,9,M,services/api/tests/test_openapi.py,2f2fd6237b275621ec4c00ede9eca7cc77b74a3f,cba84eb0b98dd49725f69ba04a70f7313f23ed91710a520769ddd9279b0f72ce,880,26,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000167,e15752642ed22d30b99caadf546214eea15b730f,9,A,tests/repository/test_contract_foundation.py,4d10fa025cb1f3e48a1847744a1ede9bfe0515ff,9004034019fbc27a0da0924c594b7f83b43c484f1e907b277b27aba92d19c777,766,28,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000168,50a453e1efccba0d963d2990b7c6a528fc35ffcf,10,A,docs/architecture/CineWatch_TV_V1_Termux_Linux_Engineering_Workflow_001.md,46cb8e7779e100e0f2d9fb995a1f159ffd1cef55,cbbc4ad853073e8af83ea9d6d49f5091f6d36281d27b2e081dfc874569682a85,6956,267,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000169,50a453e1efccba0d963d2990b7c6a528fc35ffcf,10,A,docs/architecture/decisions/CWTV_ADR_0006_Termux_Host_Linux_Runtime_and_Named_Sessions.md,27807862977cbe7900c11d3c2181430f7c631156,4c3f83baba62a64947a26659223ad2da4ee98762dca05cb56295e4e0ee10cd42,2565,61,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000170,50a453e1efccba0d963d2990b7c6a528fc35ffcf,10,M,docs/progress/CineWatch_TV_Engineering_Chronicle.md,99936ba3b13e00011ad848179fb01d236a7e5a94,168c52df9ce13a149e0fafda2a61ff441a29e62f5bc17551f399e8f7b9eb882b,32014,194,REFERENCE_ONLY,canonical/reference/generated artifact retained for provenance but excluded from training text
CWTV-FVER-000171,50a453e1efccba0d963d2990b7c6a528fc35ffcf,10,M,docs/progress/activity/engineering-events.jsonl,e1b11e9a6d3eeef5cb9a8751b59ff3b04f17dc2b,c11f6ee8920329a249b95393132239079f16e34374994f2126f2143ffc9f9736,74171,99,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000172,50a453e1efccba0d963d2990b7c6a528fc35ffcf,10,M,docs/progress/dashboard/progress-data.json,c00c37694675337257bee208262c681502a7dfab,caabf1cb6eda4a2defa11c89666492a160fcd7165fcf36a51aac6e8881701f86,139345,3532,REFERENCE_ONLY,canonical/reference/generated artifact retained for provenance but excluded from training text
CWTV-FVER-000173,50a453e1efccba0d963d2990b7c6a528fc35ffcf,10,A,scripts/check_termux_linux_runtime.sh,30e928bab4139820614d5ca598c6486ee214bb4c,2c28a5250c2d1e6fed11f25dc5cb0c91c40f6971ca564d63c0c1bf39e2d057c5,2499,70,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000174,50a453e1efccba0d963d2990b7c6a528fc35ffcf,10,A,scripts/check_termux_linux_workflow.py,a32130e125469178b91f58df1a285ec5e5fb99d6,596f9413e5f2ec8594dc60f89ef4b24c467f72c312e71565618b3b81ab7e6505,8932,207,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000175,50a453e1efccba0d963d2990b7c6a528fc35ffcf,10,A,scripts/termux/config/aws.env.example,6130054c2e1e4377b989d91d6e2b8d986120bd92,b9ab122a6e9d3011dd30eeba0cddc4168a2fc9237c0de083601be4fb97c6c476,348,9,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000176,50a453e1efccba0d963d2990b7c6a528fc35ffcf,10,A,scripts/termux/config/postgres.env.example,fadbbca9714820670f404a5e04e3d05c6a155a2f,7389e0b21e53fd5a9c7a2cb3dd308954c33e2e7538e81d7f05ae2aa9b3647496,379,12,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000177,50a453e1efccba0d963d2990b7c6a528fc35ffcf,10,A,scripts/termux/cwtv-enter-linux,c876feed2cca520e1e28009e8026fed09018782b,bf25cfa1ee567f189b6ef17c41047dbe70f3d55059e8ca54b0228060cee52c99,635,33,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000178,50a453e1efccba0d963d2990b7c6a528fc35ffcf,10,A,scripts/termux/cwtv-linux-bootstrap,ac538c747b86572e642506aac6986cd3f9a5d96e,4e9a00ecb3d8cba400d2a83a4a80a5c99770e1f6855d2291d8e5773dd6203d04,1793,80,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000179,50a453e1efccba0d963d2990b7c6a528fc35ffcf,10,A,scripts/termux/cwtv-session,969828b6fc2df4501b49218cfc2d8c19af302cb9,0d2ff3c6eb11b5746d544e1500212ef02a0db2c578a6330fc281310c394dc093,5639,169,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000180,50a453e1efccba0d963d2990b7c6a528fc35ffcf,10,A,scripts/termux/cwtv-session-status,5524d754ec0f039a48340f3625bd186e5ae26ad9,3b1b34167d2905e7222e5c2a67c9a45826e7b002094a33cf1c79fe09e1092368,5646,194,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000181,50a453e1efccba0d963d2990b7c6a528fc35ffcf,10,A,scripts/termux/cwtv-window-bootstrap,a453fb5dcd66d567fa6bf669e39b80c3cfe7e8ec,7886882fffe27d648eafc0da20e1b5ff14188245e8810618adfdd0df5f72333e,2977,127,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000182,50a453e1efccba0d963d2990b7c6a528fc35ffcf,10,A,scripts/termux/install_cwtv_commands.sh,caecf9bea088e65feff2f338d91ad6da7b38e365,28798f313d8cf6953a28609f51782cb1795985be97d33050849b23d7487f7e90,852,33,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000183,50a453e1efccba0d963d2990b7c6a528fc35ffcf,10,A,tests/repository/test_termux_linux_workflow.py,6ad974bc0af2c7a1abf3a8f40665931f6e6b2224,e0febded5e9946a5e2cb1c863989e4da93688337f4d1efcc913b8eac406ee2d5,788,29,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000184,6bd64ebbd5c3cb459871da05be2a97f4f6438246,11,A,.github/dependabot.yml,92b5000b0f991317379cc25a991ad6f82e49a083,0de6290b4348325adf91d9cf328cf6e55ee9b4497ef0d3854d1bcc1a7466cc9c,385,20,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000185,6bd64ebbd5c3cb459871da05be2a97f4f6438246,11,A,.github/workflows/ci.yml,41bc8f72f374e0dd77ae731573fa8be28e06e67f,457d3a03e46ff8ea607d95a3caab62801f9150999843eb15221cd307bb8f8ad7,4272,146,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000186,6bd64ebbd5c3cb459871da05be2a97f4f6438246,11,A,SECURITY.md,2a4da54edd1deb668a78864a7cca1172fcf15237,4e23c18a374aa7af383fc933c459cdc4b186c6aeb511edb8b43272f9b1885b5f,1142,33,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000187,6bd64ebbd5c3cb459871da05be2a97f4f6438246,11,A,docs/architecture/CineWatch_TV_V1_CI_Security_Quality_Foundation_001.md,52bd2a041525604cd82c19a69a060f4796e9ef33,7fd5b350ffa17a88a154f42f5c179bca3b15d8fe7445111e309f10909cf92f67,8192,265,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000188,6bd64ebbd5c3cb459871da05be2a97f4f6438246,11,A,docs/architecture/decisions/CWTV_ADR_0007_Linux_CI_Least_Privilege_and_Supply_Chain_Gates.md,95beea248ae00456ba51273727f7b24939d7c424,b9d5470762a263c0e426d6a088e5ee4e0bef819b7293f439fed6e63010a67a45,2242,58,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000189,6bd64ebbd5c3cb459871da05be2a97f4f6438246,11,M,docs/progress/CineWatch_TV_Engineering_Chronicle.md,d3edaf3925a3e382c6402e4a3a8d098107d30a30,190952f306770aa304f0588e9c9eab9447f7aa9c9c04f00ca6cd25fbc972bd51,40613,232,REFERENCE_ONLY,canonical/reference/generated artifact retained for provenance but excluded from training text
CWTV-FVER-000190,6bd64ebbd5c3cb459871da05be2a97f4f6438246,11,M,docs/progress/activity/engineering-events.jsonl,badbada8826cb02b6a06bf33b9097d4dbb9566cd,102a8387cb8bddc35b17e88336fdd9259517bf426cc32a03505bf2dd8d8dcfc4,92917,123,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000191,6bd64ebbd5c3cb459871da05be2a97f4f6438246,11,M,docs/progress/dashboard/progress-data.json,d94ca9561542990946bb7b2b7bf75a6e762ebb23,c82841dd26009426c80bbf8ec3f5174183bfccb9fce3691b80ce5ff4a6c6a3b4,176137,4425,REFERENCE_ONLY,canonical/reference/generated artifact retained for provenance but excluded from training text
CWTV-FVER-000192,6bd64ebbd5c3cb459871da05be2a97f4f6438246,11,A,scripts/check_ci_security_quality.py,fdb6bda520fd4c6e94065d0c45bfcc98fd625d3c,91e013e5c0c0d894b79654c2e940ae1d1fa69e38ea5c0f132cb80260d0d7f285,10945,292,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000193,6bd64ebbd5c3cb459871da05be2a97f4f6438246,11,A,scripts/check_ci_security_quality_runtime.sh,3b988a2285dadee73e09e23ff2475460ab65d6ff,3bdf3be1a4463d9dd1326827e343ad98c86065067787113b33d36224d7a1e9a2,1524,53,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000194,6bd64ebbd5c3cb459871da05be2a97f4f6438246,11,A,tests/repository/test_ci_security_quality.py,e3a532bf731e1e29491cdd3ab425f82e568f1909,5600946eff5d4efe5958af50824d610df3d930418d9cd44257a572f53aae7fb0,782,29,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000195,a7d907a63796212e763c7ff9e42ba17b73776567,12,M,.github/workflows/ci.yml,a631762e34cbf1f574f72f1cf668ba49dbf9c666,190f0bd7bed4f00f8a507aeb66ccdd75e1fcce35cda4fdbb95968d5d54aa5e78,4432,152,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000196,2b12d282bb43e4c36ff214883ebbe647585ef21d,13,M,.gitignore,a8309647bcac08e0d0f152ad1f9f1017e8dff5d2,46520ee7ae6d857227084895c39c9a76070cee030228dd8f7194e6f48a1775d1,975,87,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000197,2b12d282bb43e4c36ff214883ebbe647585ef21d,13,A,packages/contracts/src/generated/openapi.d.ts,43cb002ca7938681d81f42fb90c8dad4cab30b04,62f2f279a6b6a8a7ad3e91859cf229938cf8739806cdfe8be9138bb27131698e,4140,166,REFERENCE_ONLY,canonical/reference/generated artifact retained for provenance but excluded from training text
CWTV-FVER-000198,9e8a4a2c4b0d7014b3bcba8ef79324f88cb30483,14,M,scripts/check_backend_runtime.sh,1f79f93ffe087443562796a6fd9745ffd314fc40,37726a6e511596a112e93a64054720d344931877ae09cd77181d9152b59e21e7,2787,102,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000199,cf47aa43dcfcdbc5be4159c5a52680e325573eab,15,M,scripts/check_database_migrations.sh,bd11f2f87058be5b0b8d8fd206c1324146e31262,8f1542f445565e3e296dd485492681a386c3ae1b6904b7aa5d9e1c051daebb3d,2295,63,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000200,fdb8311f1b800837a25f1a52fa788cbcf35b53da,16,M,docs/progress/CineWatch_TV_Engineering_Chronicle.md,89868ab2583efac279c0e728ddd904237c923209,f645b3d4aaf5773f90143742e638e48b37d44eb41b3f4b824620ccf238f2ac88,40894,233,REFERENCE_ONLY,canonical/reference/generated artifact retained for provenance but excluded from training text
CWTV-FVER-000201,fdb8311f1b800837a25f1a52fa788cbcf35b53da,16,M,docs/progress/activity/engineering-events.jsonl,9ef5c1ab2e475b9781f13a1e724e3896ce7145e5,fd8e12be3a59e5cf162fbf2dd95ceaffbcdfc9852b4f36f86721fabe0878b4ca,93674,124,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000202,fdb8311f1b800837a25f1a52fa788cbcf35b53da,16,M,docs/progress/dashboard/progress-data.json,4594e7462a15d33cc9605888a9e436c622ea6bb8,968335b74b103ba51cfe5e8d7cb1b12a0aa5e9f7f83fecd8d33b5392962e3b43,177057,4446,REFERENCE_ONLY,canonical/reference/generated artifact retained for provenance but excluded from training text
CWTV-FVER-000203,6b4dc6c318b15a314707776f1884559cc5be0422,17,A,CINEWATCH_ENGINEERING_WORKFLOW.md,0759c7d23d7546ccabd1a0fb0848dfc6b20241e4,e951da41ce204dc75d64c56f83d66941c2619596239fbeffc4d6524990bc4924,21802,957,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000204,75bc959d900cc760339668501b39b91678aafcb1,18,A,docs/architecture/CineWatch_TV_V1_Competitive_Design_Intelligence_001.md,4a9a09e15d953b288cea9234e637ea36d7d66467,e6afd702ab421b3f72f9e6c56d1eb522c6f7eecc8db9e84c57440a2977089109,26190,1003,TRAINING_REVIEW_REQUIRED,contains external/provider research or rights evidence requiring record-level review
CWTV-FVER-000205,75bc959d900cc760339668501b39b91678aafcb1,18,A,docs/architecture/CineWatch_TV_V1_Design_System_and_Asset_Foundation_001.md,38c4feba79750a3147ab2eb8dea0a88693fb4636,ac7c20176beacc8d9d7874c3ddb617394c33643d64e46345d1ecfe85c598e344,21516,978,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000206,75bc959d900cc760339668501b39b91678aafcb1,18,M,docs/progress/CineWatch_TV_Engineering_Chronicle.md,6c81254200b7ed14f86022438ab510f4a469c7e3,b2e36c3f2213991079a7bde3641e295970befb06bb2a675f6079d31552fd7b99,43139,243,REFERENCE_ONLY,canonical/reference/generated artifact retained for provenance but excluded from training text
CWTV-FVER-000207,75bc959d900cc760339668501b39b91678aafcb1,18,M,docs/progress/activity/engineering-events.jsonl,75612a1857daa8c9ef36feb6da20376d1df38602,a018c729de1adfcdfbb5051cd9db5dbdd4af8bab1e100b5fdff567f6c40c4655,98032,129,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000208,75bc959d900cc760339668501b39b91678aafcb1,18,M,docs/progress/dashboard/progress-data.json,4ee59c775f415c00f4ed268c696225f4e1d821cd,45bbc43c50c138ce70f875ab5b9dbf2b226e3dded4ff4099367139918ff08381,187361,4682,REFERENCE_ONLY,canonical/reference/generated artifact retained for provenance but excluded from training text
CWTV-FVER-000209,b087de6409b86314fe7ad59468cb37548ddd64ea,19,M,.github/workflows/ci.yml,99f719e3a6e0de8c95232c7d5ec627f5626e584e,cf12775945fb867b3e5c46627087a18846ed6ee9716791cf3ffd94f1436b1a4e,4492,153,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000210,b087de6409b86314fe7ad59468cb37548ddd64ea,19,M,CINEWATCH_ENGINEERING_WORKFLOW.md,b1aedaa267704c62b972cc5309bdbc954ae771f1,1326b352485ae1f31e0e4450bd74518dad02aa486303899934482d7c8586ea69,25456,1039,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000211,b087de6409b86314fe7ad59468cb37548ddd64ea,19,M,README.md,38e8bacf533ea7bb935ccddbd6c888032abd6b71,a6949d4c3b6096fb10ccb37d6a0c966b8693fe2d71fccb240ab9956cf6925c73,5181,104,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000212,b087de6409b86314fe7ad59468cb37548ddd64ea,19,M,docs/progress/CineWatch_TV_Engineering_Chronicle.md,db8ae4e7b9b2fe5527b7feb08b767f290c0f4bc0,719fe0d77551ed0ed47607cd06739f2db19ba7ae534e0a1400e1eb1b8e24c6a4,43874,246,REFERENCE_ONLY,canonical/reference/generated artifact retained for provenance but excluded from training text
CWTV-FVER-000213,b087de6409b86314fe7ad59468cb37548ddd64ea,19,M,docs/progress/activity/engineering-events.jsonl,445fbc69500815f86c4c387f07adc046a60b4b81,8f211adf1adea487301be139efa200392a76ab686df3f6046cb40222aca3ab24,99731,131,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000214,b087de6409b86314fe7ad59468cb37548ddd64ea,19,M,docs/progress/dashboard/progress-data.json,34932d7845b1c7d825f02df6bdb9a04df274ec1c,ff119b0a6a9d48b06d88a75bcb2ee153430aa978f2177dfd72a5bc8b1d188396,190581,4752,REFERENCE_ONLY,canonical/reference/generated artifact retained for provenance but excluded from training text
CWTV-FVER-000215,b087de6409b86314fe7ad59468cb37548ddd64ea,19,A,nexvox/engineering/DATASET_CARD.md,3371a900492cac0c484ee7d3fd9489d04338c51c,360817337904cc02cde45d2ef7bddc58f5e71f1465d09a84307f56e7a367eb4c,1509,37,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication
CWTV-FVER-000216,b087de6409b86314fe7ad59468cb37548ddd64ea,19,A,nexvox/engineering/README.md,41cad6461c475d3efe0ebcffcc59d78b7ee7881b,50adae67b85ba6ab84e2ddc0bd5676d37a0b08c4d5fac928d03bac58746caebd,1638,47,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000217,b087de6409b86314fe7ad59468cb37548ddd64ea,19,A,nexvox/engineering/authority/CineWatch_NexVox_Engineering_Knowledge_Authority_001.md,a7150c32b6b7259e417f4faec8abd08beff05e9d,94b8b315feef37f1d7ae4ad15b8300dfce8656009c017b9fb810c570840fbec0,5873,129,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000218,b087de6409b86314fe7ad59468cb37548ddd64ea,19,A,nexvox/engineering/checksums.sha256,0eb511640c4ecf661e2cc731d578dbe69f928933,f14a6bf85626242fec470bd9597daf1fabacb86aa0e0f2847f3f53e2118dbdb0,2696,,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication
CWTV-FVER-000219,b087de6409b86314fe7ad59468cb37548ddd64ea,19,A,nexvox/engineering/datasets/artifacts.csv,0152c4d4ebd5a764cdeab8a59b8bdea0be23fbf3,989b56d5326b5401ac4f100b4a6234c28e28cdb5fa4b6d021ea0c7c587d48cfb,10486,,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication
CWTV-FVER-000220,b087de6409b86314fe7ad59468cb37548ddd64ea,19,A,nexvox/engineering/datasets/commit-changes.csv,9508cd76aa360cb3c9b7cf6393d7e98e370364d8,c85fc663d04dc023e178c68fa3abe7798a563ebede756f891459cc2485a6134b,25808,,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication
CWTV-FVER-000221,b087de6409b86314fe7ad59468cb37548ddd64ea,19,A,nexvox/engineering/datasets/commits.csv,a2bdad8d9dd57792c0c7beab2953e3055f8f6bd4,b79985fa609e322ce01ad9a57651cf2cfdfa23aece77b9ca23254c730b710668,4033,,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication
CWTV-FVER-000222,b087de6409b86314fe7ad59468cb37548ddd64ea,19,A,nexvox/engineering/datasets/conversation-sources.csv,2c9ff5b195015d17f928c6ca0fa9fee092b1a4d7,62566c868ae764b309c6ea03fea3c9b5e370fb7d2bc86244756b3630ca2e9bd8,3888,,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication
CWTV-FVER-000223,b087de6409b86314fe7ad59468cb37548ddd64ea,19,A,nexvox/engineering/datasets/decisions.csv,155158dcc5ed931305456982b6f3433c7366575b,a75d0fed921dc37db08462fa84381ca49064804de56aa1f7ce98a56e7bb52192,5921,,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication
CWTV-FVER-000224,b087de6409b86314fe7ad59468cb37548ddd64ea,19,A,nexvox/engineering/datasets/dependencies.csv,e2f1e4f55b52f2466bbf1ecb29aeda9ed153ca98,37daf29c34cd3301e8419731f8c4cc2a827360196f9b8be56b60bd46562b165a,23694,,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication
CWTV-FVER-000225,b087de6409b86314fe7ad59468cb37548ddd64ea,19,A,nexvox/engineering/datasets/failure-correction-chains.csv,67f96903592c1432ee3efa2440e2263a9385f456,5285917938eab4beee3cb660638c35e7b82c55593df4d87e85f21593bc014a3d,7901,,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication
CWTV-FVER-000226,b087de6409b86314fe7ad59468cb37548ddd64ea,19,A,nexvox/engineering/datasets/history-records.jsonl,b0a1498eb7a65dda17d527bcbcf3a7183b40c037,555fd081b5b92128a020cb39799c1bfa30e753bb9ed2c72fb04398a57f60bbd0,775974,184,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication
CWTV-FVER-000227,b087de6409b86314fe7ad59468cb37548ddd64ea,19,A,nexvox/engineering/datasets/knowledge-records.jsonl,1efb93e251d70d20e2d82ea3440233d38d1bb436,9237687ef006154fa34904011833d3896b90ceaed496df738044de1ddfd1354c,681267,278,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication
CWTV-FVER-000228,b087de6409b86314fe7ad59468cb37548ddd64ea,19,A,nexvox/engineering/datasets/milestones.csv,81761369751cd3d727f3fdd5615fa1a74e59735b,6cb692ccfa2b06c440624a4c5ec25c45519de38d48340b10dc2539f1d76bccf1,1276,,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication
CWTV-FVER-000229,b087de6409b86314fe7ad59468cb37548ddd64ea,19,A,nexvox/engineering/datasets/qualifications.csv,0d9a575091a33ae95cc639812c60c9c9596b7157,04ccad7cd842642e770601b648ea16ef1d8a39b8152289d2586fa4d172baaaa5,5856,,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication
CWTV-FVER-000230,b087de6409b86314fe7ad59468cb37548ddd64ea,19,A,nexvox/engineering/datasets/repository-file-versions.csv,f30363e473335d549a0ace9b172770dd0d19d412,93f48f25ec50a43b3ba44b5321ff6081d22b5189267576f57e0d78d026b6b995,64066,,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication
CWTV-FVER-000231,b087de6409b86314fe7ad59468cb37548ddd64ea,19,A,nexvox/engineering/datasets/repository-files.csv,4068ca3afaf44f936db2a73e222311fcf600fb1d,afee4be1ce3934f3d98ba462902a763cd709fe3af1714fa53a890a4012f49b35,43596,,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication
CWTV-FVER-000232,b087de6409b86314fe7ad59468cb37548ddd64ea,19,A,nexvox/engineering/datasets/source-reconciliations.csv,ea9b639608fce4bf01c575fdfd9bfe706cca97c0,20bf034c3c979d458d5eace3653a055c0d9d5bad8e60fc15fb749db8ec1e62cf,3541,,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication
CWTV-FVER-000233,b087de6409b86314fe7ad59468cb37548ddd64ea,19,A,nexvox/engineering/datasets/symbols.csv,e99c9bcd1aeb4a2c671d36f5324a145f62e3eee1,32630f4464ea3af64937ec0d75fda073331723df1132d38bceba5becd7805fc5,17691,,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication
CWTV-FVER-000234,b087de6409b86314fe7ad59468cb37548ddd64ea,19,A,nexvox/engineering/evals/engineering-knowledge-evals.yaml,b5da9a151af8f462f61db8122bd14cec0c184f61,f20144e6b7e560914c13939c9251522e3538df9bd88dbfbfa74f3106e0d02a8a,1648,35,TRAINING_ELIGIBLE,"CineWatch-owned source, test, governance, or engineering documentation"
CWTV-FVER-000235,b087de6409b86314fe7ad59468cb37548ddd64ea,19,A,nexvox/engineering/manifests/corpus-manifest.yaml,f32ceb2a9390e15bca95bdf239a61407ea9f503d,74225d7b66f1d6ed2406208fab153ac74252f58b7fc78d8e2733d8e3c4f39fd6,521,18,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication
CWTV-FVER-000236,b087de6409b86314fe7ad59468cb37548ddd64ea,19,A,nexvox/engineering/manifests/sync-state.yaml,534b7a100e56f0232cb31b858f484d0be1d6e3a6,4287273d08a3b9a5569a066d0bc96ea354853731f2a20bee4a9c149b317b70a9,358,9,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication
CWTV-FVER-000237,b087de6409b86314fe7ad59468cb37548ddd64ea,19,A,nexvox/engineering/narratives/architecture-decisions.md,ac8c47fa772f832521bf05a31e236abaf72302a1,c260745f92febad0d0530b33d19b3abf97f85dd4280399ec338df148f5688096,5587,47,REFERENCE_ONLY,NexVox generated projection excluded to prevent recursive training duplication
